Fac01,21.57,-158.26,0
Fac02,64.98,-147.52,0
Fac03,34.67,-120.60,0
Fac04,32.54,-106.61,0
Fac05,41.11,-95.91,0
Fac06,38.50,-77.37,0
Fac07,18.36,-64.97,0
Fac08,-7.91,-14.40,0
Fac09,60.21,24.92,0
Fac10,32.00,34.90,0
Fac11,26.21,50.61,0
Fac12,24.43,54.45,0
Fac13,-7.27,72.37,0
Fac14,1.35,103.99,0
Fac15,-24.87,113.70,0
Fac16,-31.80,115.89,0
Fac17,37.09,127.03,0
Fac18,40.72,141.32,0
Fac19,13.58,144.94,0
Fac20,8.72,167.73,0
