                                                                                                                                                                                                                                                                            28 Jan 2026 18:20:01
SatelliteCollection-constellation


RowNumber          Name               Epoch (UTCG)          Ephemeris Start Time (UTCG)    Ephemeris Stop Time (UTCG)     ID    Shell    Plane    Slot    Altitude (km)    SemimajorAxis (km)    Eccentricity    Inclination (deg)    ArgumentOfPerigee (deg)    RAAN (deg)    TrueAnomaly (deg)
      118    Shell_1_P06_S18    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    117    1        06       18         949.863000           7328.000000        0.000000               62.900                      0.000       363.500              396.000
      119    Shell_1_P06_S19    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    118    1        06       19         949.863000           7328.000000        0.000000               62.900                      0.000       363.500              414.000
      120    Shell_1_P06_S20    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    119    1        06       20         949.863000           7328.000000        0.000000               62.900                      0.000       363.500              432.000
      121    Shell_1_P07_S01    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    120    1        07       1          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              108.000
      122    Shell_1_P07_S02    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    121    1        07       2          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              126.000
      123    Shell_1_P07_S03    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    122    1        07       3          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              144.000
      124    Shell_1_P07_S04    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    123    1        07       4          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              162.000
      125    Shell_1_P07_S05    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    124    1        07       5          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              180.000
      126    Shell_1_P07_S06    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    125    1        07       6          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              198.000
      127    Shell_1_P07_S07    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    126    1        07       7          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              216.000
      128    Shell_1_P07_S08    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    127    1        07       8          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              234.000
      129    Shell_1_P07_S09    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    128    1        07       9          949.863000           7328.000000        0.000000               62.900                      0.000       399.500              252.000
      130    Shell_1_P07_S10    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    129    1        07       10         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              270.000
      131    Shell_1_P07_S11    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    130    1        07       11         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              288.000
      132    Shell_1_P07_S12    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    131    1        07       12         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              306.000
      133    Shell_1_P07_S13    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    132    1        07       13         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              324.000
      134    Shell_1_P07_S14    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    133    1        07       14         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              342.000
      135    Shell_1_P07_S15    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    134    1        07       15         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              360.000
      136    Shell_1_P07_S16    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    135    1        07       16         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              378.000
      137    Shell_1_P07_S17    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    136    1        07       17         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              396.000
      138    Shell_1_P07_S18    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    137    1        07       18         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              414.000
      139    Shell_1_P07_S19    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    138    1        07       19         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              432.000
      140    Shell_1_P07_S20    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    139    1        07       20         949.863000           7328.000000        0.000000               62.900                      0.000       399.500              450.000
      141    Shell_1_P08_S01    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    140    1        08       1          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              126.000
      142    Shell_1_P08_S02    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    141    1        08       2          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              144.000
      143    Shell_1_P08_S03    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    142    1        08       3          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              162.000
      144    Shell_1_P08_S04    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    143    1        08       4          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              180.000
      145    Shell_1_P08_S05    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    144    1        08       5          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              198.000
      146    Shell_1_P08_S06    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    145    1        08       6          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              216.000
      147    Shell_1_P08_S07    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    146    1        08       7          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              234.000
      148    Shell_1_P08_S08    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    147    1        08       8          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              252.000
      149    Shell_1_P08_S09    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    148    1        08       9          949.863000           7328.000000        0.000000               62.900                      0.000       435.500              270.000
      150    Shell_1_P08_S10    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    149    1        08       10         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              288.000
      151    Shell_1_P08_S11    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    150    1        08       11         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              306.000
      152    Shell_1_P08_S12    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    151    1        08       12         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              324.000
      153    Shell_1_P08_S13    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    152    1        08       13         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              342.000
      154    Shell_1_P08_S14    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    153    1        08       14         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              360.000
      155    Shell_1_P08_S15    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    154    1        08       15         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              378.000
      156    Shell_1_P08_S16    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    155    1        08       16         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              396.000
      157    Shell_1_P08_S17    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    156    1        08       17         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              414.000
      158    Shell_1_P08_S18    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    157    1        08       18         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              432.000
      159    Shell_1_P08_S19    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    158    1        08       19         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              450.000
      160    Shell_1_P08_S20    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    159    1        08       20         949.863000           7328.000000        0.000000               62.900                      0.000       435.500              468.000
      161    Shell_1_P09_S01    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    160    1        09       1          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              144.000
      162    Shell_1_P09_S02    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    161    1        09       2          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              162.000
      163    Shell_1_P09_S03    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    162    1        09       3          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              180.000
      164    Shell_1_P09_S04    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    163    1        09       4          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              198.000
      165    Shell_1_P09_S05    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    164    1        09       5          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              216.000
      166    Shell_1_P09_S06    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    165    1        09       6          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              234.000
      167    Shell_1_P09_S07    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    166    1        09       7          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              252.000
      168    Shell_1_P09_S08    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    167    1        09       8          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              270.000
      169    Shell_1_P09_S09    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    168    1        09       9          949.863000           7328.000000        0.000000               62.900                      0.000       471.500              288.000
      170    Shell_1_P09_S10    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    169    1        09       10         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              306.000
      171    Shell_1_P09_S11    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    170    1        09       11         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              324.000
      172    Shell_1_P09_S12    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    171    1        09       12         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              342.000
      173    Shell_1_P09_S13    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    172    1        09       13         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              360.000
      174    Shell_1_P09_S14    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    173    1        09       14         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              378.000
      175    Shell_1_P09_S15    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    174    1        09       15         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              396.000
      176    Shell_1_P09_S16    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    175    1        09       16         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              414.000
      177    Shell_1_P09_S17    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    176    1        09       17         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              432.000
      178    Shell_1_P09_S18    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    177    1        09       18         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              450.000
      179    Shell_1_P09_S19    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    178    1        09       19         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              468.000
      180    Shell_1_P09_S20    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    179    1        09       20         949.863000           7328.000000        0.000000               62.900                      0.000       471.500              486.000
      181    Shell_1_P10_S01    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    180    1        10       1          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              162.000
      182    Shell_1_P10_S02    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    181    1        10       2          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              180.000
      183    Shell_1_P10_S03    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    182    1        10       3          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              198.000
      184    Shell_1_P10_S04    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    183    1        10       4          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              216.000
      185    Shell_1_P10_S05    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    184    1        10       5          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              234.000
      186    Shell_1_P10_S06    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    185    1        10       6          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              252.000
      187    Shell_1_P10_S07    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    186    1        10       7          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              270.000
      188    Shell_1_P10_S08    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    187    1        10       8          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              288.000
      189    Shell_1_P10_S09    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    188    1        10       9          949.863000           7328.000000        0.000000               62.900                      0.000       507.500              306.000
      190    Shell_1_P10_S10    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    189    1        10       10         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              324.000
      191    Shell_1_P10_S11    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    190    1        10       11         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              342.000
      192    Shell_1_P10_S12    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    191    1        10       12         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              360.000
      193    Shell_1_P10_S13    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    192    1        10       13         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              378.000
      194    Shell_1_P10_S14    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    193    1        10       14         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              396.000
      195    Shell_1_P10_S15    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    194    1        10       15         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              414.000
      196    Shell_1_P10_S16    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    195    1        10       16         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              432.000
      197    Shell_1_P10_S17    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    196    1        10       17         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              450.000
      198    Shell_1_P10_S18    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    197    1        10       18         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              468.000
      199    Shell_1_P10_S19    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    198    1        10       19         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              486.000
      200    Shell_1_P10_S20    28 Jan 2026 06:30:00.000       28 Jan 2026 06:30:00.000      29 Jan 2026 06:30:00.000    199    1        10       20         949.863000           7328.000000        0.000000               62.900                      0.000       507.500              504.000
